Nome,Marca,Preço Original,Preço com Desconto,Percentual de Desconto,Link
Smartphone Samsung Galaxy A01 Octa-core 32gb Azul Seminovo,Samsung,599.99,540.0,10.0,https://produto.mercadolivre.com.br/MLB-3712244443-smartphone-samsung-galaxy-a01-octa-core-32gb-azul-seminovo-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=620e9b8c-977a-4105-8ece-a8d6f300520e&position=33&search_layout=grid&type=item&tracking_id=d5dd8f8c-93fc-4304-b874-a2564fdf5534&deal_print_id=615cbd1b-8bb7-4480-be78-937b6a291b0a&promotion_type=TODAY_PROMOTION
Samsung Galaxy J7 Dual SIM 16 GB preto 1.5 GB RAM,Samsung,,699.0,,https://www.mercadolivre.com.br/samsung-galaxy-j7-dual-sim-16-gb-preto-15-gb-ram/p/MLB6143477?pdp_filters=deal:MLB779535-1&hide_psmb=true#promotion_type=TODAY_PROMOTION&searchVariation=MLB6143477&deal_print_id=620e9b8c-977a-4105-8ece-a8d6f300520e&position=10&search_layout=grid&type=product&tracking_id=d5dd8f8c-93fc-4304-b874-a2564fdf5534&deal_print_id=615cbd1b-8bb7-4480-be78-937b6a291b0a&promotion_type=TODAY_PROMOTION
Samsung Galaxy S24 5G Dual SIM 256 GB creme 8 GB RAM,Samsung,6499.0,4459.0,31.39,https://www.mercadolivre.com.br/samsung-galaxy-s24-5g-dual-sim-256-gb-creme-8-gb-ram/p/MLB29761875?pdp_filters=deal:MLB779535-1&hide_psmb=true#promotion_type=TODAY_PROMOTION&searchVariation=MLB29761875&deal_print_id=5a34baba-9641-4457-b98b-d75377998654&position=42&search_layout=grid&type=product&tracking_id=edcf7eeb-872a-4c1a-bf1a-07ec52bc2af1&deal_print_id=3291b154-1247-47d6-936f-b6383bdc0b78&promotion_type=TODAY_PROMOTION
Samsung Galaxy S23 256 GB 5G Creme 8 GB RAM,Samsung,6499.0,3329.0,48.78,https://www.mercadolivre.com.br/samsung-galaxy-s23-256-gb-5g-creme-8-gb-ram/p/MLB21394687?pdp_filters=deal:MLB779535-1&hide_psmb=true#promotion_type=TODAY_PROMOTION&searchVariation=MLB21394687&deal_print_id=5a34baba-9641-4457-b98b-d75377998654&position=43&search_layout=grid&type=product&tracking_id=edcf7eeb-872a-4c1a-bf1a-07ec52bc2af1&deal_print_id=3291b154-1247-47d6-936f-b6383bdc0b78&promotion_type=TODAY_PROMOTION
Samsung Galaxy A35 5G Dual SIM 256 GB Azul-claro 8 GB RAM,Samsung,2799.0,1797.0,35.8,https://www.mercadolivre.com.br/samsung-galaxy-a35-5g-dual-sim-256-gb-azul-claro-8-gb-ram/p/MLB34731716?pdp_filters=deal:MLB779535-1&hide_psmb=true#promotion_type=TODAY_PROMOTION&searchVariation=MLB34731716&deal_print_id=5a34baba-9641-4457-b98b-d75377998654&position=50&search_layout=grid&type=product&tracking_id=edcf7eeb-872a-4c1a-bf1a-07ec52bc2af1&deal_print_id=3291b154-1247-47d6-936f-b6383bdc0b78&promotion_type=TODAY_PROMOTION
Samsung Galaxy S23 5G Dual SIM 128GB Verde 8GB RAM,Samsung,5999.0,2879.0,52.01,https://www.mercadolivre.com.br/samsung-galaxy-s23-5g-dual-sim-128gb-verde-8gb-ram/p/MLB21394675?pdp_filters=deal:MLB779535-1&hide_psmb=true#promotion_type=TODAY_PROMOTION&searchVariation=MLB21394675&deal_print_id=5a34baba-9641-4457-b98b-d75377998654&position=45&search_layout=grid&type=product&tracking_id=edcf7eeb-872a-4c1a-bf1a-07ec52bc2af1&deal_print_id=3291b154-1247-47d6-936f-b6383bdc0b78&promotion_type=TODAY_PROMOTION
Samsung Galaxy S23 Dual SIM 256GB Violeta 8GB RAM,Samsung,6499.0,3329.0,48.78,https://www.mercadolivre.com.br/samsung-galaxy-s23-dual-sim-256gb-violeta-8gb-ram/p/MLB21436192?pdp_filters=deal:MLB779535-1&hide_psmb=true#promotion_type=TODAY_PROMOTION&searchVariation=MLB21436192&deal_print_id=5a34baba-9641-4457-b98b-d75377998654&position=48&search_layout=grid&type=product&tracking_id=edcf7eeb-872a-4c1a-bf1a-07ec52bc2af1&deal_print_id=3291b154-1247-47d6-936f-b6383bdc0b78&promotion_type=TODAY_PROMOTION
Samsung Galaxy A35 5G Dual SIM 256GB Azul Escuro 8 GB RAM,Samsung,2799.0,1797.0,35.8,https://www.mercadolivre.com.br/samsung-galaxy-a35-5g-dual-sim-256gb-azul-escuro-8-gb-ram/p/MLB34729843?pdp_filters=deal:MLB779535-1&hide_psmb=true#promotion_type=TODAY_PROMOTION&searchVariation=MLB34729843&deal_print_id=5a34baba-9641-4457-b98b-d75377998654&position=49&search_layout=grid&type=product&tracking_id=edcf7eeb-872a-4c1a-bf1a-07ec52bc2af1&deal_print_id=3291b154-1247-47d6-936f-b6383bdc0b78&promotion_type=TODAY_PROMOTION
Samsung Galaxy S23 FE (Exynos) 5G Dual SIM 128 GB Creme 8 GB RAM,Samsung,3999.0,2446.0,38.83,https://www.mercadolivre.com.br/samsung-galaxy-s23-fe-exynos-5g-dual-sim-128-gb-creme-8-gb-ram/p/MLB27958233?pdp_filters=deal:MLB779535-1&hide_psmb=true#promotion_type=TODAY_PROMOTION&searchVariation=MLB27958233&deal_print_id=5a34baba-9641-4457-b98b-d75377998654&position=47&search_layout=grid&type=product&tracking_id=edcf7eeb-872a-4c1a-bf1a-07ec52bc2af1&deal_print_id=3291b154-1247-47d6-936f-b6383bdc0b78&promotion_type=TODAY_PROMOTION
Samsung Galax A23 5G Dual Sim 128gb 4gb Ram Cor Branco,Samsung,1899.0,1614.0,15.01,https://www.mercadolivre.com.br/samsung-galax-a23-5g-dual-sim-128gb-4gb-ram-cor-branco/p/MLB21778063?pdp_filters=deal:MLB779535-1&hide_psmb=true#promotion_type=TODAY_PROMOTION&searchVariation=MLB21778063&deal_print_id=5a34baba-9641-4457-b98b-d75377998654&position=40&search_layout=grid&type=product&tracking_id=edcf7eeb-872a-4c1a-bf1a-07ec52bc2af1&deal_print_id=3291b154-1247-47d6-936f-b6383bdc0b78&promotion_type=TODAY_PROMOTION
Samsung Galaxy A11 Dual Sim 64 Gb (recondicionado),Samsung,579.99,510.0,12.07,https://produto.mercadolivre.com.br/MLB-3306077671-samsung-galaxy-a11-dual-sim-64-gb-recondicionado-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=5a34baba-9641-4457-b98b-d75377998654&position=52&search_layout=grid&type=item&tracking_id=edcf7eeb-872a-4c1a-bf1a-07ec52bc2af1&deal_print_id=3291b154-1247-47d6-936f-b6383bdc0b78&promotion_type=TODAY_PROMOTION
"Smartphone Samsung Galaxy M34 5g, 128gb, 6gb, Tela 6.5 Cor Prata",Samsung,1299.0,1169.0,10.01,https://www.mercadolivre.com.br/smartphone-samsung-galaxy-m34-5g-128gb-6gb-tela-65-cor-prata/p/MLB27145712?pdp_filters=deal:MLB779535-1&hide_psmb=true#promotion_type=TODAY_PROMOTION&searchVariation=MLB27145712&deal_print_id=5a34baba-9641-4457-b98b-d75377998654&position=31&search_layout=grid&type=product&tracking_id=edcf7eeb-872a-4c1a-bf1a-07ec52bc2af1&deal_print_id=3291b154-1247-47d6-936f-b6383bdc0b78&promotion_type=TODAY_PROMOTION
"Celular Samsung Galaxy M15 5g, 6.000mah, Câmera Tripla Até 50mp, 128gb - Azul Claro",Samsung,1299.0,999.0,23.09,https://www.mercadolivre.com.br/celular-samsung-galaxy-m15-5g-6000mah-cmera-tripla-ate-50mp-128gb-azul-claro/p/MLB34923390?pdp_filters=deal:MLB779535-1&hide_psmb=true#promotion_type=DEAL_OF_THE_DAY&searchVariation=MLB34923390&deal_print_id=5a34baba-9641-4457-b98b-d75377998654&position=30&search_layout=grid&type=product&tracking_id=edcf7eeb-872a-4c1a-bf1a-07ec52bc2af1&deal_print_id=3291b154-1247-47d6-936f-b6383bdc0b78&promotion_type=DEAL_OF_THE_DAY
Samsung Galaxy A35 5G 5G Dual SIM 128 GB Azul-claro 6 GB RAM,Samsung,2499.0,1480.0,40.78,https://www.mercadolivre.com.br/samsung-galaxy-a35-5g-5g-dual-sim-128-gb-azul-claro-6-gb-ram/p/MLB35338318?pdp_filters=deal:MLB779535-1&hide_psmb=true#promotion_type=TODAY_PROMOTION&searchVariation=MLB35338318&deal_print_id=5a34baba-9641-4457-b98b-d75377998654&position=14&search_layout=grid&type=product&tracking_id=edcf7eeb-872a-4c1a-bf1a-07ec52bc2af1&deal_print_id=3291b154-1247-47d6-936f-b6383bdc0b78&promotion_type=TODAY_PROMOTION
Samsung Galaxy A35 5G Dual SIM 256 GB Rosa 8 GB RAM,Samsung,2799.0,1797.0,35.8,https://www.mercadolivre.com.br/samsung-galaxy-a35-5g-dual-sim-256-gb-rosa-8-gb-ram/p/MLB34731717?pdp_filters=deal:MLB779535-1&hide_psmb=true#promotion_type=TODAY_PROMOTION&searchVariation=MLB34731717&deal_print_id=5a34baba-9641-4457-b98b-d75377998654&position=23&search_layout=grid&type=product&tracking_id=edcf7eeb-872a-4c1a-bf1a-07ec52bc2af1&deal_print_id=3291b154-1247-47d6-936f-b6383bdc0b78&promotion_type=TODAY_PROMOTION
"Celular Samsung Galaxy A25 5g, Câmera Tripla Traseira De Até 50mp, Selfie De 13mp, Tela Infinita Super Amoled De 6.5  120 Hz, 128gb, 6gb, Processador Octa-core, Dual Chip - Azul Escuro",Samsung,1449.0,1299.0,10.35,https://www.mercadolivre.com.br/celular-samsung-galaxy-a25-5g-cmera-tripla-traseira-de-ate-50mp-selfie-de-13mp-tela-infinita-super-amoled-de-65-120-hz-128gb-6gb-processador-octa-core-dual-chip-azul-escuro/p/MLB34103803?pdp_filters=deal:MLB779535-1&hide_psmb=true#promotion_type=TODAY_PROMOTION&searchVariation=MLB34103803&deal_print_id=5a34baba-9641-4457-b98b-d75377998654&position=4&search_layout=grid&type=product&tracking_id=edcf7eeb-872a-4c1a-bf1a-07ec52bc2af1&deal_print_id=3291b154-1247-47d6-936f-b6383bdc0b78&promotion_type=TODAY_PROMOTION
Samsung Galaxy A25 5g Dual SIM 256GB Verde claro 8GB RAM,Samsung,2299.0,1323.0,42.45,https://www.mercadolivre.com.br/samsung-galaxy-a25-5g-dual-sim-256gb-verde-claro-8gb-ram/p/MLB32298707?pdp_filters=deal:MLB779535-1&hide_psmb=true#promotion_type=TODAY_PROMOTION&searchVariation=MLB32298707&deal_print_id=5a34baba-9641-4457-b98b-d75377998654&position=13&search_layout=grid&type=product&tracking_id=edcf7eeb-872a-4c1a-bf1a-07ec52bc2af1&deal_print_id=3291b154-1247-47d6-936f-b6383bdc0b78&promotion_type=TODAY_PROMOTION
"Celular Samsung Galaxy M35 5g , Câmera Tripla Até 50mp, Selfie 50mp, Tela Super Amoled + 6.6 120hz, 256gb, 8gb Ram - Azul Claro",Samsung,1887.78,1666.0,11.75,https://www.mercadolivre.com.br/celular-samsung-galaxy-m35-5g-cmera-tripla-ate-50mp-selfie-50mp-tela-super-amoled-66-120hz-256gb-8gb-ram-azul-claro/p/MLB37105949?pdp_filters=deal:MLB779535-1&hide_psmb=true#promotion_type=DEAL_OF_THE_DAY&searchVariation=MLB37105949&deal_print_id=5a34baba-9641-4457-b98b-d75377998654&position=41&search_layout=grid&type=product&tracking_id=edcf7eeb-872a-4c1a-bf1a-07ec52bc2af1&deal_print_id=3291b154-1247-47d6-936f-b6383bdc0b78&promotion_type=DEAL_OF_THE_DAY
Samsung Galaxy S24 5G Dual SIM 256 GB creme 8 GB RAM,Samsung,6499.0,4459.0,31.39,https://www.mercadolivre.com.br/samsung-galaxy-s24-5g-dual-sim-256-gb-creme-8-gb-ram/p/MLB29761875?pdp_filters=deal:MLB779535-1&hide_psmb=true#promotion_type=TODAY_PROMOTION&searchVariation=MLB29761875&deal_print_id=278b7afb-1fc7-4392-bcfd-e33f5edac44e&position=2&search_layout=grid&type=product&tracking_id=0f79a2d8-6d10-42c5-8a24-43e0c5a458dc&deal_print_id=ff00ddc5-1d69-4521-b569-4437be03fa11&promotion_type=TODAY_PROMOTION
"Celular Samsung Galaxy M35 5g , Câmera Tripla Até 50mp, Selfie 50mp, Tela Super Amoled + 6.6 120hz, 256gb, 8gb Ram - Azul Claro",Samsung,1887.78,1666.0,11.75,https://www.mercadolivre.com.br/celular-samsung-galaxy-m35-5g-cmera-tripla-ate-50mp-selfie-50mp-tela-super-amoled-66-120hz-256gb-8gb-ram-azul-claro/p/MLB37105949?pdp_filters=deal:MLB779535-1&hide_psmb=true#promotion_type=DEAL_OF_THE_DAY&searchVariation=MLB37105949&deal_print_id=278b7afb-1fc7-4392-bcfd-e33f5edac44e&position=3&search_layout=grid&type=product&tracking_id=0f79a2d8-6d10-42c5-8a24-43e0c5a458dc&deal_print_id=ff00ddc5-1d69-4521-b569-4437be03fa11&promotion_type=DEAL_OF_THE_DAY
"Celular Samsung Galaxy A25 5g, Câmera Tripla Traseira De Até 50mp, Selfie De 13mp, Tela Infinita Super Amoled De 6.5  120 Hz, 128gb, 6gb, Processador Octa-core, Bateria De Longa Duração,dual Chip.",Samsung,1449.0,1299.0,10.35,https://www.mercadolivre.com.br/celular-samsung-galaxy-a25-5g-cmera-tripla-traseira-de-ate-50mp-selfie-de-13mp-tela-infinita-super-amoled-de-65-120-hz-128gb-6gb-processador-octa-core-bateria-de-longa-duracodual-chip/p/MLB32290175?pdp_filters=deal:MLB779535-1&hide_psmb=true#promotion_type=TODAY_PROMOTION&searchVariation=MLB32290175&deal_print_id=278b7afb-1fc7-4392-bcfd-e33f5edac44e&position=7&search_layout=grid&type=product&tracking_id=0f79a2d8-6d10-42c5-8a24-43e0c5a458dc&deal_print_id=ff00ddc5-1d69-4521-b569-4437be03fa11&promotion_type=TODAY_PROMOTION
Samsung Galaxy A55 5G Dual SIM 256 GB Azul Claro 8 GB RAM,Samsung,3299.0,2087.0,36.74,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=9zSVMKuat1%2BKxszti3nqw87e%2BF1mCY7ktY9cLIDHL2ut6ZGOAC1nMTLDejnoe135xfAsF62te1CZBRNAMlE4VteOXdFMB6uWv9Kr9ZLSC%2Bsi6Hyoee5pWcS1TNpTrXjSgFVKZ%2Fx7C3e2nEUU2TSLWMH8mqHcM7YTjnmP6OMBJJvv2ARd7X9dcftLMxxTg49hbQLv0XwXDKsYz53gmIPp8AieIcN8%2FujE1el32gqTegMxOx4xj%2Fj%2FD3aGx7m4JoltSDjEpcdq62eysqSlUNIPK0YDWD5fxlH0ftB1Ul9ll6jQ1stHYiohfNqv4md2i3px8311SaWmkt5IthPZv2HiltEAGhEmk97Y%2BqMEQQAn3MYy6tqI09JToczKUac2XUwIGooHQgUS3FiAMHUoESaKyxA%2FKS7zQZmHI91usE8r35Fa0L4g2AyOzUK6xKgCrmutOZtYLYZetz%2FaGqKblqolMV%2BQdgEuHRWugjg2e5mJL2dUp6lFRyC8H0snQ1hGr2cNoFV4ISaDCatDb4GWOxuU%2B9Lq7DK2oxfmUIdWksjjb%2BlAFI2tPC6QRapbU30YB3eKbdreCdxqZb7gpkWrrABh6RpuNsrEWdh20HVt0xRtRVWGXbLzkgnZA7gpK%2BtCyBiZBmcD1g2NAmQcrVaE4AL9zF%2FXKeEj47ySlxeDexaLtrzGHSr2sjfUx5H3OfK0io2nVBRj4ip7Uyjl5XIwAs2v9A6dqbOsx1%2FeN0cm9OT%2FXtfxUqBuN3U8p645oU%2BsXwhWz2D0RHTebyBCM%2B4OT7f7oqtDR1Hk%2BXK7iQHtIWmdqWnUErCFHEjnELQ8wggJbR0ZISfElBUL656wtOFZeVidRZzK0g39Hpz9wTWSO1%2F0GmhQFADEpax4ibOuVn47XUW3YBLs%2FbARI0wOQDbgHE9YPlxsmRVPVtQItjcR&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fmax-bid-item-factor%2B23928%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36382%2Cmclics%2Fpads-score-mla%2B17263%2Cmclics%2Flax-top-domain%2B23443&rb=x
Samsung Galaxy S24 5G Dual SIM 256 GB creme 8 GB RAM,Samsung,6499.0,4955.0,23.76,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=Vge0Iio3cGzXIMtK1AtBxwIoPrmG5J6s4oVOK13w9aPfIHAgc1LfcsHS%2Bs6NsWbAqiCF4SaCc9nTacOOU4RMeOmPsgaRvKtJQxxTSoMPjrZCwA%2BlZe3JKtQ1%2FN9JQuMtJ%2FNrwEKAAuouD1tD7G5rZFrsTb37%2FeionsQkwSEcfKRy9jiKFZTipPibmq4YlXqDsCU%2F6%2FHf%2FT%2Bv8e0b4LsPtXGi%2FlB8JHMiOHkMTsjvnRfhxrvjpbugPiJedUh9z%2Bb8u3NKEprZ2XGRAy7krrmrM%2FHwL8AJc4sMRF66eDv8dqczuj%2FBdgLQeOsI37Lggv6V87oWefMbzZ4BuIPGYkbA5FcJYsCGWpsr%2Fn%2FV9Oh6LaLrRIyFrcfhsshterqrH0ZCBQ%2B%2BtPTJuosNHzSyEgzBQwYY8EbXLUx9jeNzpPXMWYo1EWkpJ%2BCZtcyR%2F7RZRcvBJx5ma1j913AK2e7o4NPHJGhsgJm4YM60Qb89YYbpMjg6vflsyZ71W0lQCnoGc3J%2FrRRxTK0SKX82TFBNJ8WxZhQkRnNKorJ7pbxWiUQ%2FipfjdPjPDobyP7mT1SGs22JVptb62PKh0bJyzrF2n4REy252X5b6KVLp%2F2VvS%2FLZXFVA6J2TTaKPqr4Cv6HDPveU64s6RlRmqCD7rcpq2aeq2XnmixO%2F2uf70gobkgLl6TuQ5qB6aifL2TsVSF%2FVVC%2BcpW6oDD6rBd%2FyCVUrnVTfhdPbzlqqQgr9qJ8OWWhP1gFZLgl%2BqCt294Sr5vdobV6jBMo%2BFSCgohWhNzfxsYaXuluEr2jd5B8uASu%2BahI8lDSoY7rHvFCJCC77SVAJonF0v29%2FkbHvRdDt%2FcDosLywzhutLb6SaU%2FXVMqklgcC%2BWHFipByDagpYt1yNXAYp0%2Bdm86hvSjRXKWuKfXzWK%2FtU5Id17y6ZBM%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fmax-bid-item-factor%2B23928%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36382%2Cmclics%2Fpads-score-mla%2B17263%2Cmclics%2Flax-top-domain%2B23443&rb=x
Samsung Galaxy A35 5G 5G Dual SIM 128 GB azul-escuro 6 GB RAM,Samsung,2499.0,1480.0,40.78,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=w5Bs1shs2GPPbzow3gZypPadZj28xhAOmTL1eYiX0%2Fmbl7rLG1OSCWkUpomY400penfqrH1B17ySXdFZh%2F%2FN62EoX%2FBZTfhTw2v29OVzRsONtmeEEdhbOt3XbPv7rJi8VXZb4aN04CN0%2BjCzHQ0mkzUXX%2BdnYHciEF1WiF2SzttFiCK6rK9aUgHh%2BOWBHXc1T09zfX3gxLM5nJpgDZjncZMPgjnHstQjLBxgVWhmFl5hj44LnB0CbCFFfv0trOADLgMp8iDodjBrZJp8Bn%2F63Y8ZpTBaL2aIOO%2BSc%2FSFV7rgff1%2FN8zM0Tr%2F9999kS2SaDnCkP8HYvACz%2Bp5JcqC99S0y640H5WSf8l5TalvwPxHyKw0EOSSCSxkpCilhxuyTa7%2BBy1OIaeN4nlVLWhY9Fv%2BXgw%2FQgMqE63T8zylJqmlx8lnIOF3J839kqcB8dhaMmUiHyLkTlIm8B5LR7LKPAddtuBDDfUMIMUX8%2FBolDE0QMuMmaxV8XUpf1I9LilwgUO9Tuo%2FqnoOwpsdft%2Bmqc1eeVgxPh%2FPj7qQxWlnEX9261EemZqTHUsk9fhScVEWKkLXZ47VOFXJLnjSuqJuksDxLaYZhEtjCR3NeRmzswo7Gbu%2Flll4E6FAruBaM32X3iztdJ5icCYFr98kN9OFD4P6F56ehejSKgP1IFrF7Tf9M8Wdh161LpYC53d6E9IX0holA7fve8M9nr8vHw%2BmX4rmWKjJbOkgnZt%2F9MnY0TQQ4OnLq5Cgoi6iSK6Pvispgux67Wjk%2BCnqpkuCqXWfONvZ4uobSSqFx%2Fa%2FBj6UgacA%2BrjGnEKzUmafVLfalnATfy09KuWkxlgg09hSIbVWpwPjgE0TGDhXQVczAzrlRW14g364vcocInbSPBurcxn2n3YsxYDDq7%2F4V%2BPLptG%2FrVOMkjja8VpeC85JLuWnrQ%3D%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fmax-bid-item-factor%2B23928%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36382%2Cmclics%2Fpads-score-mla%2B17263%2Cmclics%2Flax-top-domain%2B23443&rb=x
Samsung Galaxy A7 (2018) 64 Gb Seminovo Bom,Samsung,499.0,439.0,12.02,https://produto.mercadolivre.com.br/MLB-4495558278-samsung-galaxy-a7-2018-64-gb-seminovo-bom-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=27027154-1fbd-4175-9a69-39a6d84237c9&position=31&search_layout=grid&type=item&tracking_id=08520c91-2093-484c-9340-4f0b5daf7245&deal_print_id=42e4e4c5-d01c-40fe-b5dd-d0437f36748f&promotion_type=TODAY_PROMOTION
Samsung Galaxy S23fe 5g 256gb Grafite + Galaxy Budsfe Semfio,Samsung,,3366.0,,https://produto.mercadolivre.com.br/MLB-3682526893-samsung-galaxy-s23fe-5g-256gb-grafite-galaxy-budsfe-semfio-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=278b7afb-1fc7-4392-bcfd-e33f5edac44e&position=53&search_layout=grid&type=item&tracking_id=0f79a2d8-6d10-42c5-8a24-43e0c5a458dc&deal_print_id=ff00ddc5-1d69-4521-b569-4437be03fa11&promotion_type=TODAY_PROMOTION
Samsung Galaxy A34 5G 5G Dual SIM 128 GB prata 6 GB RAM,Samsung,,1999.0,,https://www.mercadolivre.com.br/samsung-galaxy-a34-5g-5g-dual-sim-128-gb-prata-6-gb-ram/p/MLB22650960?pdp_filters=deal:MLB779535-1&hide_psmb=true#promotion_type=TODAY_PROMOTION&searchVariation=MLB22650960&deal_print_id=278b7afb-1fc7-4392-bcfd-e33f5edac44e&position=31&search_layout=grid&type=product&tracking_id=0f79a2d8-6d10-42c5-8a24-43e0c5a458dc&deal_print_id=ff00ddc5-1d69-4521-b569-4437be03fa11&promotion_type=TODAY_PROMOTION
Samsung Galaxy A52s 5g 128 Gb Seminovo Ótimo,Samsung,1100.0,968.0,12.0,https://produto.mercadolivre.com.br/MLB-4212977558-samsung-galaxy-a52s-5g-128-gb-seminovo-otimo-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=278b7afb-1fc7-4392-bcfd-e33f5edac44e&position=48&search_layout=grid&type=item&tracking_id=0f79a2d8-6d10-42c5-8a24-43e0c5a458dc&deal_print_id=ff00ddc5-1d69-4521-b569-4437be03fa11&promotion_type=TODAY_PROMOTION
"Celular Samsung Galaxy M35 5g , Câmera Tripla Até 50mp, Selfie 50mp, Tela Super Amoled + 6.6 120hz, 256gb, 8gb Ram - Azul Escuro",Samsung,1887.78,1666.0,11.75,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=1BDqGccMWEteBSL%2Fw%2FE%2BTE%2FbWIPK7toF1eQOaotI%2B6BAYG7PUvM9KsaM9lMD7sciXeeg6btSKLF01MnTXPp7uIjs8ctTNvAut9HAQ1NkiVQJP%2F2Uuc%2BSURbiFIi1jdIp%2FJZ7I2u9b7vhWpJHAFsplAbe6MIi2tQv%2FH2188ZhO3%2BpPdtOAWtgki8BBm1LmnQfHun%2FdYS1f1jOM7WHNnZgInUvbiIwol4wF3cUWyJ0flz%2Bf45qM77f%2FubEt6gNlnnpbZ5DcB91971ufOmjxKZqMfPgMz3FP5pnE4Ueh9sZbU9tyzSF6NZ6q%2FkKajp5MZFRc3i8ujW5L4zxDYz5hLalAR%2B6q0i%2B%2Bvw%2FeI9ErATF4CA2pkrMrYJMsvFzJcyoz9ILJ0tPdLUQekPDQFhz8%2BvgHnXMzvBQjvUtaFVf63J4CI0S30K%2BWghPrZump9GxkNOJ6luYDfewYgqtXF0fZN1Zgs%2BKoUFr5SAJ30Uo8bMQfFMAkH3M5AvRZ%2B5ks%2BzbKmUPqQj3V%2BoInIDiF%2B158tsEB9wGW8X6b5wQ0QHGPtdybXsDZrsphHuOLHSWl9GmsjIgTmD%2BQmGYS2B1rKaYIVY72Toy92CaaKh6%2F1miwjT69rbsCp8rIAQCg5x5xy2nqUowCYA83b%2BQlqsF%2FUCdZ8vfWToGLAtJTZAVX7u50yDrCNCT801vXy28FQaURqMS0cTJ8C%2F%2B3Lzzutu%2BBldtJibq6ScF3kBqBVeISUMCCkq%2FT4ly28ieNFx%2FgRi%2BOy69qN2AxurvJWHHiUZSBEIhnRXUOHHzPz7KKnVz7IMSv4d%2BhdTRifRIvGl1hILeixrNeAGn%2BCjOdc1CTYeDQV2JRjhYzJOZ%2F81IMieL9WPSYSr5K9eyCryVtApV7EmDkqmlcoKiaaGK2Rxan5nn37P8VgNjJPo2SPFEu4v%2F6lKCsWoTyY9cfikwOvJa9Wpk3uJmWXhR18dRVlc12DJXu%2Fu0br3R1y0z77IjO3V7u04wg7eXEofc9LkUjOGzecE%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fmax-bid-item-factor%2B23928%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36382%2Cmclics%2Fpads-score-mla%2B17263%2Cmclics%2Flax-top-domain%2B23443&rb=x
Samsung Galaxy A15 4G Dual SIM 128 GB verde claro 4 GB RAM,Samsung,1579.0,947.0,40.03,https://www.mercadolivre.com.br/samsung-galaxy-a15-4g-dual-sim-128-gb-verde-claro-4-gb-ram/p/MLB32175031?pdp_filters=deal:MLB779535-1&hide_psmb=true#promotion_type=TODAY_PROMOTION&searchVariation=MLB32175031&deal_print_id=278b7afb-1fc7-4392-bcfd-e33f5edac44e&position=17&search_layout=grid&type=product&tracking_id=0f79a2d8-6d10-42c5-8a24-43e0c5a458dc&deal_print_id=ff00ddc5-1d69-4521-b569-4437be03fa11&promotion_type=TODAY_PROMOTION
